Date,Income,Expenses,Department,Region,Customer_Satisfaction_Score,Transaction_Count,Profit
2021-11-30,29237,25161,Sales,West,1,285,4076
2021-03-27,38384,17745,IT,West,2,282,20639
2021-02-16,40993,24071,HR,North,6,74,16922
2021-04-20,22811,10332,HR,North,9,449,12479
2020-09-12,28229,28190,Finance,North,9,45,39
2023-03-19,49130,26440,Finance,West,8,17,22690
2020-05-06,23311,17159,Operations,West,3,233,6152
2021-01-26,33040,5179,Marketing,West,2,164,27861
2021-04-24,13182,12996,HR,South,1,457,186
2022-09-19,15760,15777,Sales,East,9,487,-17
2023-11-21,17260,19862,Sales,East,5,63,-2602
2022-07-11,43218,10464,Operations,North,3,407,32754
2021-02-05,11915,28104,Marketing,North,5,93,-16189
2020-09-30,19115,22305,Marketing,West,3,322,-3190
2022-04-24,17076,8092,Finance,East,9,466,8984
2020-05-18,24814,10527,IT,East,1,92,14287
2020-04-12,43083,16791,Sales,South,1,373,26292
2023-06-19,14793,18727,Sales,West,3,495,-3934
2023-02-14,11262,28849,Sales,West,6,42,-17587
2023-05-22,19319,7719,Sales,East,2,241,11600
2021-04-28,23194,29497,HR,East,1,327,-6303
2021-06-12,29309,20912,Marketing,South,8,255,8397
2020-08-11,38760,20467,IT,South,9,331,18293
2023-07-17,36998,17924,HR,West,1,71,19074
2023-03-03,13468,14215,Marketing,South,3,299,-747
2020-04-23,22651,21535,Operations,East,5,216,1116
2021-10-05,30405,29588,Sales,West,7,311,817
2021-10-12,24482,20241,IT,East,4,56,4241
2023-10-20,14409,25009,Marketing,West,6,79,-10600
2023-06-09,10547,29824,Operations,West,1,415,-19277
2021-04-02,47659,6144,Sales,East,4,499,41515
2021-01-09,29907,25866,Operations,West,8,339,4041
2021-09-02,33426,9534,Operations,West,5,440,23892
2020-07-25,24436,19635,HR,South,8,121,4801
2022-07-05,26490,5720,Operations,East,1,202,20770
2020-11-16,38962,25952,HR,East,9,432,13010
2020-04-02,48236,24613,Finance,South,4,436,23623
2023-12-02,39288,6006,HR,West,9,328,33282
2023-03-27,32236,26112,Operations,North,8,257,6124
2022-05-21,24923,16490,Marketing,North,8,130,8433
2020-04-08,11250,12099,Operations,East,2,349,-849
2020-08-12,23264,28500,Operations,South,3,42,-5236
2022-05-01,11611,17311,Marketing,West,9,74,-5700
2021-03-16,17928,25197,Sales,South,3,234,-7269
2021-12-20,44558,5537,IT,West,8,9,39021
2021-08-07,10867,20929,Finance,East,5,370,-10062
2023-11-25,41689,16016,Sales,East,7,31,25673
2020-03-04,43095,7685,Operations,North,4,96,35410
2022-02-06,13816,6980,Sales,South,8,258,6836
2021-07-13,42626,10906,IT,East,4,280,31720
2023-07-26,45916,5539,Sales,South,5,229,40377
2021-10-31,21573,28430,IT,East,1,245,-6857
2023-06-25,28939,17076,Sales,West,8,427,11863
2021-01-02,23157,12261,HR,West,7,198,10896
2022-01-13,19322,14220,Operations,North,5,456,5102
2021-09-09,12482,27684,IT,East,6,232,-15202
2022-10-02,45867,5051,Finance,North,1,473,40816
2023-01-26,23675,29818,Operations,North,8,490,-6143
2023-07-15,40420,6686,HR,East,9,299,33734
2022-12-19,21735,24205,Sales,East,5,51,-2470
2021-05-14,23850,27947,Operations,West,7,217,-4097
2023-08-24,16732,29504,Sales,North,4,174,-12772
2022-10-03,48822,13096,Sales,West,6,75,35726
2021-02-14,44422,15032,Operations,South,2,99,29390
2022-10-14,42731,13616,IT,South,4,1,29115
2023-03-09,21428,15319,IT,North,5,124,6109
2023-09-13,21311,13545,Operations,North,9,117,7766
2021-04-08,13733,8690,IT,East,9,343,5043
2021-12-02,49579,23073,Marketing,East,8,195,26506
2020-06-11,18342,13484,Sales,North,4,233,4858
2020-02-29,20464,5716,Operations,North,6,129,14748
2022-11-20,20300,28667,Finance,South,7,374,-8367
2020-11-28,44563,9575,HR,West,1,63,34988
2020-03-16,23708,25956,Operations,South,1,236,-2248
2020-11-12,38090,15670,Operations,South,4,332,22420
2023-12-11,26328,20637,Sales,West,3,230,5691
2020-07-08,36654,21346,HR,North,4,190,15308
2023-08-31,16214,5637,Sales,North,9,189,10577
2020-10-22,48913,12979,Finance,South,2,168,35934
2021-05-15,37552,14491,IT,South,4,95,23061
2020-06-25,45377,25332,Operations,West,7,157,20045
2022-03-10,35734,17631,Sales,East,2,291,18103
2022-03-16,34721,26934,Finance,East,8,348,7787
2022-05-09,28610,13903,Finance,North,4,341,14707
2020-08-02,23622,16725,Marketing,East,9,395,6897
2021-10-14,38875,17070,Operations,North,1,474,21805
2021-08-19,33226,8341,Finance,North,7,139,24885
2023-09-17,37677,21068,IT,North,1,191,16609
2020-05-07,20298,10550,Sales,West,9,453,9748
2023-07-16,45848,25622,Sales,South,1,56,20226
2021-07-04,43755,23167,Marketing,East,3,7,20588
2023-10-21,27744,19688,IT,West,7,51,8056
2021-09-10,33434,22872,Finance,East,1,479,10562
2020-12-13,11726,28544,Marketing,West,5,39,-16818
2020-05-21,24268,21851,Finance,East,6,298,2417
2023-03-14,10907,10583,Finance,East,3,72,324
2022-03-02,35759,17113,Operations,South,6,256,18646
2020-09-01,23764,22801,HR,East,4,309,963
2021-12-03,34409,27289,Finance,West,6,91,7120
2023-08-06,18390,23160,Sales,East,6,149,-4770
2023-02-09,40172,6081,Finance,South,4,30,34091
2020-08-01,45223,18437,Marketing,East,1,462,26786
2020-07-18,47976,24309,Finance,West,3,123,23667
2021-02-08,13365,9084,Sales,East,7,385,4281
2021-02-24,35836,17253,Sales,South,2,237,18583
2020-01-07,38554,12628,Marketing,South,4,280,25926
2021-08-14,31663,11195,Sales,South,6,125,20468
2020-10-12,15951,6011,IT,South,5,134,9940
2021-11-01,25175,29286,IT,North,6,6,-4111
2021-01-23,21027,5813,HR,South,5,383,15214
2021-02-19,20094,17138,IT,East,9,373,2956
2022-02-22,33081,5272,Marketing,East,2,197,27809
2022-10-03,22167,20682,Finance,East,4,190,1485
2023-03-19,18769,25028,IT,East,1,291,-6259
2022-10-11,33060,21192,HR,North,7,384,11868
2021-03-03,11020,23100,Operations,North,1,236,-12080
2022-10-01,21845,11276,Operations,North,6,79,10569
2023-08-09,46612,27616,Marketing,East,9,35,18996
2020-11-29,46341,11828,HR,West,2,304,34513
2020-09-28,20485,5356,IT,West,1,370,15129
2022-12-02,48210,18654,HR,East,3,361,29556
2020-11-14,17914,5203,Sales,South,6,72,12711
2021-06-10,18802,25129,HR,South,7,43,-6327
2022-01-29,43314,22980,IT,East,8,291,20334
2023-04-10,29565,11614,Marketing,South,4,133,17951
2020-11-16,37617,19799,Sales,South,8,287,17818
2022-01-08,35609,5496,HR,West,7,106,30113
2022-12-03,30371,17989,Operations,East,8,159,12382
2021-03-29,29124,21446,IT,North,5,357,7678
2022-01-15,22717,6579,Marketing,West,7,8,16138
2022-07-17,47669,25677,Finance,East,4,262,21992
2022-04-27,36272,9876,IT,East,1,343,26396
2022-05-17,21842,12850,HR,West,3,437,8992
2022-02-12,48476,9125,Marketing,South,9,80,39351
2020-03-23,12082,24097,Operations,South,4,44,-12015
2021-06-26,36261,10328,Sales,West,5,177,25933
2020-11-17,30970,21200,HR,East,3,392,9770
2022-02-24,19795,14272,Marketing,North,6,64,5523
2023-06-11,43028,29271,Sales,East,4,388,13757
2021-06-23,30180,16696,Marketing,North,5,288,13484
2020-09-08,37351,8379,Finance,North,7,309,28972
2022-04-15,48750,22982,HR,East,7,113,25768
2021-03-24,43268,21119,Marketing,East,9,451,22149
2023-06-16,11015,29017,Operations,East,2,319,-18002
2021-05-04,34489,21012,Marketing,North,4,370,13477
2021-04-08,46731,24562,HR,South,8,208,22169
2020-11-09,21866,29428,Marketing,North,4,444,-7562
2023-04-13,45474,26497,Sales,North,3,226,18977
2023-04-18,25272,8372,Sales,North,6,333,16900
2021-01-19,42161,28147,Finance,West,3,417,14014
2020-10-21,12099,22453,IT,South,2,278,-10354
2023-05-23,16386,19412,Finance,North,9,383,-3026
2022-09-12,15338,24160,IT,North,3,287,-8822
2022-01-31,18300,6192,Operations,West,1,280,12108
2022-02-07,31400,22197,Sales,North,9,3,9203
2023-01-03,34641,6152,IT,South,5,33,28489
2020-12-09,14297,27216,Marketing,North,7,478,-12919
2020-05-21,29332,6883,Operations,South,2,410,22449
2021-12-18,25201,21651,HR,South,1,482,3550
2023-05-07,43808,25055,IT,East,6,307,18753
2023-04-09,22810,7812,Finance,West,5,214,14998
2021-02-09,17988,17872,IT,West,6,30,116
2020-08-15,29579,11562,Finance,West,2,419,18017
2021-02-14,31483,12013,Finance,East,7,25,19470
2022-08-09,10503,10177,Sales,East,1,28,326
2022-06-16,15344,25469,Operations,South,8,97,-10125
2021-11-21,18947,21767,Finance,West,7,87,-2820
2022-05-27,19533,24234,Sales,East,7,26,-4701
2022-02-25,25193,28105,Sales,East,6,120,-2912
2020-03-02,11381,28467,Finance,East,5,201,-17086
2023-09-12,17012,22433,Operations,South,9,392,-5421
2022-05-28,25213,23217,Marketing,North,3,357,1996
2023-03-02,37563,13989,IT,East,9,353,23574
2023-04-27,25212,9467,Sales,East,5,15,15745
2020-12-21,40124,24359,IT,East,8,305,15765
2020-03-11,20711,10155,Operations,West,3,254,10556
2020-09-19,40266,29082,Marketing,West,7,111,11184
2020-11-01,19515,29384,HR,East,4,8,-9869
2021-07-11,30193,19136,Marketing,South,5,439,11057
2023-06-01,12131,22674,Operations,North,4,341,-10543
2023-09-13,12424,12961,Marketing,West,9,128,-537
2022-01-31,31823,28983,HR,North,7,186,2840
2021-08-10,19200,12186,Sales,East,6,387,7014
2020-03-14,33031,12506,Marketing,West,6,393,20525
2020-05-21,13216,23571,Finance,North,7,14,-10355
2020-04-11,10016,13258,Finance,East,5,230,-3242
2022-12-24,47438,18302,Operations,West,3,91,29136
2020-07-11,36378,21183,Marketing,East,3,404,15195
2022-08-10,45391,12791,HR,West,7,4,32600
2022-12-21,41734,11770,Operations,North,1,152,29964
2023-06-18,23350,14893,Marketing,North,4,219,8457
2021-02-13,24450,29318,Operations,West,8,76,-4868
2020-10-26,11473,22989,Finance,South,4,284,-11516
2023-05-03,35525,12987,HR,East,1,355,22538
2021-03-29,38572,12165,Sales,North,5,216,26407
2021-07-27,47079,18514,HR,South,1,159,28565
2021-09-10,40110,27438,Sales,West,9,251,12672
2021-09-28,45504,9505,IT,North,8,67,35999
2020-10-27,36888,28631,Finance,North,7,222,8257
2022-02-17,11946,10807,Finance,East,5,192,1139
2022-09-15,31943,11256,Finance,South,4,219,20687
2020-07-20,25740,20156,HR,East,7,373,5584
2021-11-04,36445,16908,Sales,West,3,17,19537
2020-10-28,19176,29435,IT,North,8,390,-10259
2020-12-02,39866,9284,IT,South,5,495,30582
2020-02-01,47269,19438,IT,East,5,107,27831
2023-01-26,21618,7154,Operations,South,1,466,14464
2022-02-11,34736,12742,HR,West,8,444,21994
2023-04-29,48682,19227,HR,North,7,227,29455
2022-12-07,34601,19265,Finance,South,1,475,15336
2023-06-27,42850,24188,HR,West,4,81,18662
2023-06-03,15804,23604,HR,West,4,267,-7800
2023-07-19,29525,14190,Operations,North,9,166,15335
2021-10-26,37419,22105,HR,East,2,357,15314
2020-11-23,33746,28358,Sales,North,4,234,5388
2022-03-07,22812,27187,IT,North,3,162,-4375
2023-04-18,36686,24778,Operations,South,5,175,11908
2022-03-24,45852,9025,Operations,South,7,160,36827
2021-10-26,12045,29512,Finance,East,5,363,-17467
2022-01-15,35336,20907,HR,West,5,376,14429
2022-11-12,40460,19469,IT,South,4,185,20991
2022-07-18,31668,10156,Sales,East,9,174,21512
2022-08-20,44320,19428,IT,North,6,238,24892
2023-10-25,42575,19410,Marketing,West,6,163,23165
2023-06-22,43592,15995,IT,North,6,476,27597
2023-03-29,46516,9812,Sales,West,6,406,36704
2021-01-07,15578,13650,Sales,South,1,400,1928
2020-10-11,47965,21058,Sales,North,6,238,26907
2021-06-04,31079,7456,Operations,North,4,106,23623
2021-11-27,10937,21590,Operations,West,2,118,-10653
2022-03-17,17595,22740,Marketing,East,6,232,-5145
2021-10-08,10424,17960,IT,West,1,76,-7536
2020-05-15,13051,16788,HR,South,1,5,-3737
2020-04-05,45673,28845,Finance,East,5,218,16828
2023-02-16,41342,12156,Marketing,North,6,282,29186
2023-10-29,22238,19265,HR,North,2,333,2973
2020-09-30,37786,13151,HR,North,8,408,24635
2022-05-27,39668,15987,Marketing,South,4,236,23681
2022-04-29,12694,17560,IT,North,4,323,-4866
2023-04-15,13595,27906,Finance,North,5,32,-14311
2022-02-22,11267,7673,HR,East,4,407,3594
2023-07-24,10421,19999,Operations,South,5,177,-9578
2023-03-07,29650,22433,Operations,North,3,485,7217
2020-05-11,17017,11823,Marketing,East,8,119,5194
2022-12-03,19849,23975,Finance,North,6,190,-4126
2023-02-20,33513,11876,Finance,East,8,102,21637
2023-03-05,12226,25388,HR,North,5,365,-13162
2023-10-22,14388,10973,Marketing,South,7,486,3415
2021-01-07,12422,13282,Finance,West,7,461,-860
2023-02-23,49994,13667,Finance,South,6,79,36327
2022-03-18,19269,13056,Operations,East,4,322,6213
2022-01-13,22177,7046,Marketing,North,6,139,15131
2020-02-20,22032,26691,HR,South,9,336,-4659
2023-03-06,17316,12736,HR,North,4,402,4580
2023-03-27,12843,8690,Operations,South,6,226,4153
2020-02-25,38015,24650,Sales,East,6,266,13365
2022-01-13,14111,26013,Sales,West,3,333,-11902
2021-03-03,32043,7745,Finance,South,4,224,24298
2021-03-18,40101,28407,IT,North,3,60,11694
2020-11-21,46992,29660,Operations,North,3,264,17332
2021-10-01,37870,7639,IT,North,4,455,30231
2022-04-08,47747,26320,Finance,East,4,48,21427
2020-03-20,45169,5076,Operations,East,6,81,40093
2021-04-18,39415,11473,HR,West,4,297,27942
2021-01-11,25685,15622,Operations,North,6,475,10063
2022-07-07,25963,24888,Marketing,West,2,379,1075
2020-11-28,39698,23808,IT,North,4,8,15890
2023-04-13,39150,27868,Operations,South,2,349,11282
2021-03-16,31426,10296,IT,South,8,249,21130
2020-05-05,16035,27951,Finance,South,9,244,-11916
2020-08-06,17071,27470,Operations,North,7,165,-10399
2022-08-05,30578,23605,Sales,South,6,347,6973
2020-10-04,38044,5405,IT,North,8,421,32639
2021-08-17,38842,23513,HR,West,4,320,15329
2022-07-23,26531,17308,HR,East,2,187,9223
2020-05-20,12170,28218,Operations,South,4,249,-16048
2022-04-25,34687,20345,HR,North,5,127,14342
2022-10-04,47886,5397,HR,North,9,88,42489
2022-05-26,17297,19665,IT,West,5,45,-2368
2020-04-19,14163,19560,Operations,West,9,400,-5397
2022-12-11,45707,24857,IT,East,9,282,20850
2021-09-04,48495,15000,Operations,West,8,246,33495
2021-12-13,34448,9989,HR,East,5,415,24459
2023-09-04,13616,25310,Operations,East,2,411,-11694
2023-05-07,48173,23328,Finance,West,5,218,24845
2022-03-06,41748,13629,Operations,East,1,427,28119
2021-12-29,38299,10391,Marketing,South,8,15,27908
2022-12-05,21557,26783,Operations,East,2,256,-5226
2021-05-19,48648,5222,Marketing,North,7,314,43426
2022-11-06,24096,22994,IT,North,2,177,1102
2020-11-10,43781,12830,Marketing,North,5,335,30951
2023-12-30,18743,21230,IT,West,7,215,-2487
2023-11-12,17391,25988,Operations,North,6,25,-8597
2020-03-17,19355,9000,IT,West,5,492,10355
2022-09-04,15247,24048,HR,North,6,324,-8801
2022-06-17,16290,22449,Finance,East,2,292,-6159
2023-10-26,44076,18487,Operations,West,1,117,25589
2023-04-03,35817,26748,Marketing,North,1,80,9069
2022-11-13,47595,10393,Finance,East,8,175,37202
2021-12-12,42827,28486,Sales,West,3,232,14341
2022-11-24,36209,28885,Finance,East,3,315,7324
2022-05-03,49754,5603,Operations,East,9,469,44151
2023-03-07,42118,26514,Finance,East,6,436,15604
2021-12-09,25216,11295,Finance,West,4,40,13921
2020-09-21,17860,13380,HR,West,4,171,4480
2020-11-28,23425,12103,IT,South,7,117,11322
2020-07-06,23806,22021,Finance,South,6,184,1785
2022-12-22,34911,19546,Marketing,South,2,81,15365
2022-03-30,35406,20456,Marketing,South,9,387,14950
2023-07-26,44360,23228,HR,West,2,71,21132
2023-04-09,24464,19674,Finance,South,8,140,4790
2020-10-25,40587,5046,Finance,North,4,193,35541
2020-07-19,48865,5819,HR,South,1,171,43046
2023-03-04,16458,8807,Operations,North,1,101,7651
2020-09-28,19151,24406,Sales,North,9,70,-5255
2021-06-18,46934,6080,Sales,East,4,174,40854
2023-01-15,16488,8146,IT,East,1,444,8342
2020-01-31,34541,22661,Marketing,East,3,189,11880
2023-02-18,31803,16926,Operations,South,3,433,14877
2020-03-09,34718,20930,Marketing,West,7,215,13788
2022-06-01,21170,20172,Operations,North,6,25,998
2022-08-18,27430,20287,HR,West,8,89,7143
2022-04-06,19260,11741,IT,West,7,131,7519
2022-07-12,17636,7217,HR,South,1,196,10419
2023-03-15,46955,26649,Marketing,West,3,319,20306
2022-09-10,46108,7886,IT,West,9,286,38222
2023-09-18,48945,18344,Finance,East,4,225,30601
2021-04-25,25941,27018,Operations,East,3,349,-1077
2023-07-10,13435,13987,Operations,North,5,388,-552
2020-10-19,38355,24712,IT,North,8,334,13643
2023-12-23,17300,12293,HR,East,1,341,5007
2020-03-26,32183,8006,IT,South,2,327,24177
2022-11-05,43733,11958,HR,South,7,149,31775
2021-12-28,17444,29356,IT,North,1,71,-11912
2021-09-19,35755,15581,HR,East,5,129,20174
2020-04-27,33062,9143,Sales,South,8,444,23919
2020-09-26,24610,19699,IT,West,6,290,4911
2023-11-19,10500,26901,HR,North,3,87,-16401
2022-09-05,14554,22602,Finance,North,7,387,-8048
2022-05-04,35545,13018,Marketing,West,3,18,22527
2020-06-10,16771,14952,Marketing,West,5,43,1819
2021-11-30,27499,13916,IT,North,7,76,13583
2023-02-01,13932,22728,IT,West,2,334,-8796
2020-06-15,36055,5137,Operations,South,4,41,30918
2020-10-26,47202,25834,HR,North,2,476,21368
2020-01-28,37700,19156,IT,South,7,362,18544
2023-12-18,13567,18381,Marketing,North,3,365,-4814
2021-07-15,11658,26290,Marketing,South,9,280,-14632
2022-06-01,36627,18893,Marketing,East,6,280,17734
2020-06-04,48568,21360,HR,South,1,259,27208
2023-09-09,30760,24143,Sales,West,8,443,6617
2023-10-03,39985,5058,IT,East,7,442,34927
2023-02-18,24408,22154,Sales,North,1,329,2254
2021-10-13,39832,5388,HR,South,3,24,34444
2022-03-31,45583,17116,Finance,North,3,450,28467
2021-07-14,43738,24806,IT,East,3,375,18932
2023-04-02,34204,12012,Operations,West,7,296,22192
2022-12-21,23285,17626,IT,West,6,476,5659
2023-09-25,42975,9852,IT,West,2,327,33123
2020-11-07,26643,21979,IT,North,5,393,4664
2021-01-10,15025,13627,IT,West,6,109,1398
2023-10-01,47126,6982,Finance,West,2,359,40144
2020-05-29,26888,19816,IT,North,1,444,7072
2021-08-07,44527,16060,HR,North,4,423,28467
2021-08-03,33898,17401,IT,East,4,289,16497
2022-09-03,24387,15411,Finance,West,4,418,8976
2020-06-25,13794,13209,HR,East,1,318,585
2020-12-19,13590,25714,IT,South,3,341,-12124
2021-05-28,24698,10429,IT,South,7,317,14269
2020-11-04,22332,17158,HR,South,4,349,5174
2020-04-28,49738,23076,IT,South,2,27,26662
2022-02-05,19593,24154,Finance,North,8,126,-4561
2022-09-22,40107,9376,Marketing,East,1,401,30731
2022-08-30,41490,26310,IT,East,9,316,15180
2022-07-04,46097,24651,Operations,North,5,170,21446
2021-04-22,21036,28948,HR,South,2,47,-7912
2023-12-08,38561,23079,Finance,East,4,368,15482
2021-08-09,24372,18978,IT,West,3,343,5394
2020-12-16,44860,22970,IT,North,7,181,21890
2020-07-13,29351,17705,HR,North,6,365,11646
2023-04-25,40327,26064,Sales,West,9,405,14263
2021-05-10,28059,26831,Finance,South,4,392,1228
2021-05-29,37188,26844,Finance,South,3,73,10344
2021-11-26,43055,15861,Marketing,East,7,122,27194
2020-09-29,12316,12965,Marketing,West,6,353,-649
2022-05-29,26259,23652,IT,East,5,186,2607
2020-02-21,45606,15248,HR,South,7,324,30358
2020-09-19,21829,19220,Operations,East,5,319,2609
2023-10-23,18137,28633,IT,West,9,443,-10496
2020-05-12,34502,12461,Marketing,West,4,82,22041
2022-09-20,37204,17821,IT,West,1,480,19383
2023-06-02,11265,24870,HR,South,5,30,-13605
2020-11-05,45751,18410,Finance,North,1,281,27341
2020-01-16,32285,27185,Finance,North,1,121,5100
2020-07-13,34315,24133,Finance,North,1,353,10182
2020-10-29,43379,29169,Finance,East,1,355,14210
2022-12-07,46291,28359,Operations,West,8,106,17932
2023-02-18,37152,6405,Sales,South,2,312,30747
2022-04-11,15424,16179,Operations,North,9,418,-755
2021-07-15,19939,8575,IT,North,7,434,11364
2020-02-10,40253,7727,Marketing,East,3,130,32526
2021-06-17,44396,11487,HR,East,9,205,32909
2021-01-05,23176,19760,IT,North,4,53,3416
2023-04-20,17907,11291,Sales,West,7,382,6616
2021-05-31,13372,7501,HR,West,3,297,5871
2021-10-18,37572,22321,HR,East,5,279,15251
2021-08-12,34592,15272,HR,East,4,189,19320
2020-08-18,23102,6755,IT,West,6,215,16347
2022-03-19,35642,8390,Sales,East,9,31,27252
2023-10-03,13139,10816,IT,East,5,450,2323
2021-04-23,21643,22600,HR,West,1,258,-957
2023-05-17,28643,22587,HR,West,5,453,6056
2021-11-05,45018,6890,Marketing,South,5,60,38128
2020-10-04,48889,16223,Operations,East,9,78,32666
2020-02-22,38780,18829,IT,East,8,23,19951
2022-10-30,26667,29966,Sales,South,5,185,-3299
2022-01-17,40632,12688,HR,East,5,35,27944
2021-04-08,48493,11500,IT,East,2,494,36993
2022-01-23,39408,11716,Operations,North,9,1,27692
2021-08-05,34302,8746,IT,North,4,105,25556
2020-06-06,31621,29674,Operations,North,7,176,1947
2020-01-19,23219,23579,IT,South,6,49,-360
2020-02-24,35939,26049,Marketing,East,5,168,9890
2021-12-21,46843,18014,IT,South,5,318,28829
2022-11-10,22778,20675,Finance,South,7,271,2103
2023-07-29,48930,14193,Marketing,East,2,158,34737
2022-01-30,39870,28733,Operations,West,9,21,11137
2022-10-15,32121,25782,HR,West,2,392,6339
2023-12-11,40158,8629,HR,East,9,391,31529
2022-03-18,33456,12766,IT,West,4,105,20690
